,Unnamed: 0,Ticker,Open Price,Date,Volume,Ticker2,Open Price2,Date2,Volume2
0,0,A,16.78,2008-12-19,248323864.00000003,A,29.6,2009-12-21,93198560.0
1,1,A,29.6,2009-12-21,93198560.0,A,40.65,2010-12-21,146961945.0
2,2,A,40.1,2010-12-20,161350370.0,A,33.99,2011-12-20,124797684.0
3,3,A,33.73,2011-12-16,105332044.0,A,39.98,2012-12-17,138114908.0
4,4,A,40.58,2012-12-20,154557046.0,A,57.47,2013-12-20,169766380.0
5,5,A,57.57,2013-12-19,108991524.0,A,40.9,2014-12-19,152816142.4
6,6,A,41.38,2014-12-22,65803344.98,A,41.01,2015-12-22,67386483.72
7,7,A,40.51,2015-12-21,70291291.09,A,45.75,2016-12-20,71020744.5
8,8,A,45.75,2016-12-20,71020744.5,A,67.81,2017-12-20,92424826.57
9,9,A,67.51,2017-12-21,100936631.36,A,65.22,2018-12-21,305431782.0
10,10,A,66.33,2018-12-20,235326502.62,A,84.94,2019-12-20,194325137.42
11,13,AA,37.87,2017-02-03,198560173.35,AA,48.61,2018-02-05,187720153.6
12,14,AA,47.42,2018-02-26,168519062.1,AA,30.7,2019-02-26,114315502.4
13,15,AA,30.7,2019-02-26,114315502.4,AA,14.64,2020-02-26,70216470.48
14,18,AAL,5.65,2010-01-20,201296019.1,AAL,9.98,2011-01-20,194291608.06
15,19,AAL,10.15,2011-02-16,131560869.3,AAL,8.85,2012-02-16,158199086.54999998
16,20,AAL,9.05,2012-02-15,126292388.0,AAL,14.94,2013-02-14,1276905380.94
17,21,AAL,15.96,2013-04-16,447487597.2000001,AAL,34.17,2014-04-16,534220614.0
18,22,AAL,36.11,2014-02-28,288511678.0,AAL,48.2,2015-03-02,553475828.2
19,23,AAL,51.3,2015-02-25,491301382.5,AAL,40.76,2016-02-25,282729172.12
20,24,AAL,40.02,2016-02-24,244269793.86,AAL,46.42,2017-02-23,243565043.7
21,25,AAL,46.5,2017-02-22,269683539.0,AAL,53.24,2018-02-22,231794182.4
22,26,AAL,51.96,2018-02-21,278943674.76,AAL,34.98,2019-02-21,206408025.12
23,27,AAL,35.75,2019-02-25,389886854.5,AAL,25.62,2020-02-25,571246039.98
24,29,AAMC,930.65,2014-02-20,89714660.0,AAMC,202.58,2015-02-20,431900.56
25,30,AAMC,184.55,2015-03-02,2518184.75,AAMC,17.03,2016-03-01,131965.47
26,31,AAMC,17.37,2016-02-29,28660.5,AAMC,69.6,2017-02-28,676999.2
27,32,AAMC,71.3,2017-03-01,237571.6,AAMC,68.55,2018-03-01,97683.75
28,33,AAMC,68.55,2018-03-01,97683.75,AAMC,37.17,2019-03-01,2420138.7
29,34,AAMC,27.0,2019-04-30,17172.0,AAMC,14.15,2020-04-29,851943.2000000001
30,48,AAOI,12.87,2014-02-12,503217.0,AAOI,10.27,2015-02-12,3189543.63
31,49,AAOI,13.85,2015-03-23,3215346.75,AAOI,17.28,2016-03-22,9340721.28
32,50,AAOI,17.57,2016-03-14,2864946.63,AAOI,50.57,2017-03-14,57618092.61
33,51,AAOI,52.44,2017-03-09,53479937.64,AAOI,28.05,2018-03-09,36660312.15
34,52,AAOI,27.57,2018-02-28,31374852.99,AAOI,14.89,2019-02-28,75849451.54
35,53,AAOI,16.82,2019-02-26,16960732.94,AAOI,10.27,2020-02-26,7326217.47
36,55,AAON,9.05,2011-03-10,604675.75,AAON,8.05,2012-03-09,289800.0
37,56,AAON,8.49,2012-03-14,595055.61,AAON,11.33,2013-03-14,2785673.11
38,57,AAON,11.33,2013-03-14,2785673.11,AAON,18.12,2014-03-14,3609504.0
39,58,AAON,19.57,2014-03-13,2865048.0,AAON,22.43,2015-03-13,2354140.65
40,59,AAON,23.75,2015-02-27,7707017.5,AAON,24.97,2016-02-29,9384550.01
41,60,AAON,22.82,2016-02-25,7833398.58,AAON,34.8,2017-02-24,10235132.4
42,61,AAON,32.5,2017-02-23,17119992.5,AAON,35.1,2018-02-23,3360930.3000000003
43,62,AAON,35.65,2018-02-27,25698730.3,AAON,41.36,2019-02-27,6060563.52
44,63,AAON,41.0,2019-02-28,7526165.0,AAON,56.24,2020-02-28,30913946.96
45,65,AAP,41.42,2010-03-02,50573820.0,AAP,62.57,2011-03-02,60793012.0
46,66,AAP,62.99,2011-03-01,75657289.0,AAP,86.03,2012-02-29,61735128.0
47,67,AAP,84.56,2012-02-28,68857208.0,AAP,77.29,2013-02-27,55710632.00000001
48,68,AAP,79.46,2013-02-25,46078854.0,AAP,126.64,2014-02-25,104224720.0
49,69,AAP,126.64,2014-02-25,104224720.0,AAP,156.5,2015-02-25,62216262.0
50,70,AAP,155.39,2015-03-03,111579498.79,AAP,152.44,2016-03-02,100512076.2
51,71,AAP,149.92,2016-03-01,93264332.48,AAP,158.59,2017-03-01,164582640.33
52,72,AAP,155.64,2017-02-28,169224103.55999997,AAP,110.71,2018-02-28,210392398.32
53,73,AAP,116.96,2018-02-21,647057691.04,AAP,166.21,2019-02-21,268648547.2
54,74,AAP,169.93,2019-02-19,572522378.38,AAP,141.51,2020-02-19,143711612.57999998
55,82,AAPL,3.08,2007-01-03,136215156.0,AAPL,7.12,2007-12-31,137144728.0
56,83,AAPL,5.94,2007-11-15,315543492.0,AAPL,3.35,2008-11-14,168130135.0
57,84,AAPL,3.89,2008-11-05,174557526.0,AAPL,6.87,2009-11-05,94413723.0
58,85,AAPL,7.27,2009-10-26,125755006.0,AAPL,11.04,2010-10-25,154742160.0
59,86,AAPL,10.99,2010-10-27,156608599.0,AAPL,14.56,2011-10-27,257225696.0
60,87,AAPL,14.35,2011-10-26,233856210.0,AAPL,22.14,2012-10-25,518966028.0
61,88,AAPL,21.25,2012-10-31,387056000.0,AAPL,18.75,2013-10-31,184618125.0
62,89,AAPL,18.56,2013-10-30,234759872.0,AAPL,26.74,2014-10-30,1087109164.82
63,90,AAPL,26.21,2014-10-27,896059643.21,AAPL,28.85,2015-10-27,2016164940.0
64,91,AAPL,29.23,2015-10-28,2500666018.96,AAPL,28.85,2016-10-27,997114998.25
65,92,AAPL,28.58,2016-10-26,1890115979.02,AAPL,39.31,2017-10-26,658508973.21
66,93,AAPL,43.5,2017-11-03,2552746431.0,AAPL,51.08,2018-11-05,3379640212.52
67,94,AAPL,51.08,2018-11-05,3379640212.52,AAPL,64.26,2019-11-05,1283556679.0200002
68,96,AAWW,60.48,2011-02-14,92039310.72,AAWW,50.57,2012-02-14,20202715.0
69,97,AAWW,45.08,2012-02-15,113020068.0,AAWW,46.66,2013-02-14,17679474.0
70,98,AAWW,47.0,2013-02-13,30676900.0,AAWW,31.43,2014-02-13,22598170.0
71,99,AAWW,34.36,2014-04-30,5762172.0,AAWW,47.57,2015-04-30,86323804.33
72,100,AAWW,47.47,2015-02-12,46209956.32,AAWW,35.82,2016-02-12,16591609.08
73,101,AAWW,39.6,2016-02-18,20689930.8,AAWW,53.95,2017-02-17,7312113.25
74,102,AAWW,51.85,2017-02-23,15471936.3,AAWW,64.4,2018-02-23,26564162.8
75,103,AAWW,58.0,2018-02-22,55609646.0,AAWW,59.61,2019-02-22,14115588.39
76,104,AAWW,57.32,2019-02-19,52451468.48,AAWW,27.66,2020-02-19,26140387.26
77,106,ABAX,27.98,2011-06-13,3038628.0,ABAX,32.9,2012-06-12,3211040.0
78,107,ABAX,33.78,2012-06-14,3506364.0,ABAX,46.26,2013-06-14,4663008.0
79,108,ABAX,46.26,2013-06-14,4663008.0,ABAX,43.28,2014-06-16,5089728.0
80,109,ABAX,47.67,2014-07-29,17919153.0,ABAX,48.44,2015-07-29,6109785.64
81,110,ABAX,48.44,2015-07-29,6109785.64,ABAX,48.8,2016-07-28,8111243.199999999
82,111,ABAX,49.75,2016-07-29,9583939.5,ABAX,47.54,2017-07-31,7675808.399999999
83,112,ABAX,49.25,2017-07-28,15038783.0,ABAX,83.1,2018-07-30,29161618.2
84,114,ABBV,36.13,2013-02-11,217939773.00000003,ABBV,48.75,2014-02-10,385490625.0
85,115,ABBV,51.82,2014-02-21,302768714.0,ABBV,61.54,2015-02-23,712796650.24
86,116,ABBV,59.61,2015-02-20,925944543.36,ABBV,54.67,2016-02-22,512896882.96
87,117,ABBV,54.5,2016-02-19,465023648.0,ABBV,61.84,2017-02-21,525845246.96
88,118,ABBV,61.54,2017-02-17,499978160.68,ABBV,117.72,2018-02-20,1000320638.04
89,119,ABBV,115.23,2018-02-16,1004457720.63,ABBV,80.5,2019-02-19,456814396.5
90,120,ABBV,80.14,2019-02-27,334644284.44,ABBV,86.19,2020-02-27,1221998630.97
91,122,ABC,15.4,2008-11-25,36330140.0,ABC,25.19,2009-11-25,44739959.0
92,123,ABC,25.19,2009-11-25,44739959.0,ABC,30.69,2010-11-26,18760797.0
93,124,ABC,30.85,2010-11-23,73327365.0,ABC,36.37,2011-11-23,51299885.0
94,125,ABC,36.57,2011-11-22,93121848.0,ABC,40.78,2012-11-21,67291078.0
95,126,ABC,41.18,2012-11-27,96266486.0,ABC,70.59,2013-11-27,60890934.0
96,127,ABC,70.77,2013-11-26,108171945.0,ABC,90.22,2014-11-26,87956650.86
97,128,ABC,90.04,2014-11-25,108534666.2,ABC,99.0,2015-11-25,207034047.0
98,129,ABC,98.16,2015-11-24,159864750.23999998,ABC,78.07,2016-11-23,103408008.85
99,130,ABC,78.77,2016-11-22,150478427.04,ABC,79.98,2017-11-22,153402199.86
100,131,ABC,77.83,2017-11-21,124429233.73,ABC,88.52,2018-11-21,110910425.84
101,132,ABC,90.05,2018-11-20,189005584.8,ABC,87.44,2019-11-20,103119391.04
102,134,ABCD,3.59,2011-03-10,106296.31,ABCD,3.04,2012-03-09,80851.84
103,135,ABCD,2.94,2012-03-15,33865.86,ABCD,1.11,2013-03-15,23953.800000000003
104,137,ABCD,2.01,2014-03-06,90433.91999999998,ABCD,2.85,2015-03-06,312220.35000000003
105,138,ABCD,3.03,2015-03-17,16110.509999999998,ABCD,4.35,2016-03-16,60347.55
106,139,ABCD,4.66,2016-03-03,267134.5,ABCD,4.83,2017-03-03,274730.4
107,140,ABCD,4.8,2017-03-14,717148.7999999999,ABCD,9.61,2018-03-14,2440440.28
108,142,ABEO,8.2,2019-03-18,3316752.4,ABEO,1.6,2020-03-17,5291091.2
109,144,ABG,18.74,2011-02-28,6036153.999999999,ABG,25.72,2012-02-28,14413488.0
110,145,ABG,25.0,2012-02-22,7742500.0,ABG,34.95,2013-02-21,17642760.0
111,146,ABG,34.95,2013-02-21,17642760.0,ABG,49.03,2014-02-21,9286282.0
112,147,ABG,48.08,2014-02-25,18592536.0,ABG,77.96,2015-02-25,21860997.48
113,148,ABG,78.48,2015-02-24,18812126.880000003,ABG,55.2,2016-02-24,32153116.8
114,149,ABG,51.68,2016-02-19,13412613.76,ABG,67.95,2017-02-21,15036859.35
115,150,ABG,68.45,2017-02-23,24904505.75,ABG,68.0,2018-02-23,12878044.0
116,151,ABG,69.4,2018-02-27,17252146.0,ABG,71.45,2019-02-27,11313107.2
117,152,ABG,71.5,2019-02-28,7572779.5,ABG,87.29,2020-02-28,26109224.610000003
118,154,ABIO,343.98,2013-03-21,26218499.58,ABIO,255.78,2014-03-21,204797418.84
119,155,ABIO,229.32,2014-02-12,160540969.68,ABIO,81.27,2015-02-12,3401068.23
120,156,ABIO,100.8,2015-03-19,21396009.6,ABIO,67.06,2016-03-18,440450.08
121,157,ABIO,65.16,2016-03-17,117157.68,ABIO,47.7,2017-03-17,3174959.7
122,158,ABIO,45.9,2017-03-21,801000.9,ABIO,11.23,2018-03-21,12097539.96
123,159,ABIO,11.38,2018-03-22,4221923.100000001,ABIO,7.2,2019-03-22,2822976.0
124,160,ABIO,8.64,2019-02-27,5511576.96,ABIO,3.55,2020-02-27,466523.25
125,162,ABM,20.94,2009-12-22,5572134.0,ABM,26.51,2010-12-22,6274917.0
126,163,ABM,26.65,2010-12-23,3448510.0,ABM,21.0,2011-12-23,3733800.0
127,164,ABM,21.0,2011-12-23,3733800.0,ABM,20.12,2012-12-24,1521072.0
128,165,ABM,20.31,2012-12-20,3586746.0,ABM,27.61,2013-12-20,23888172.0
129,166,ABM,27.46,2013-12-18,6875984.0,ABM,28.31,2014-12-18,13096036.14
130,167,ABM,27.89,2014-12-17,10713385.7,ABM,29.14,2015-12-17,8847749.06
131,168,ABM,29.14,2015-12-17,8847749.06,ABM,39.73,2016-12-16,60324641.45
132,169,ABM,40.94,2016-12-21,13425454.2,ABM,38.56,2017-12-21,19378752.16
133,170,ABM,38.56,2017-12-22,14880226.88,ABM,29.9,2018-12-24,11411006.1
134,171,ABM,31.04,2018-12-21,42556864.32,ABM,38.64,2019-12-23,20091331.68
135,183,ABMD,18.1,2011-06-02,3272480.0000000005,ABMD,19.84,2012-06-01,16243008.0
136,184,ABMD,19.53,2012-06-04,19127682.0,ABMD,21.82,2013-06-04,8341786.0
137,185,ABMD,21.98,2013-05-28,8163372.0,ABMD,21.46,2014-05-28,6693374.0
138,186,ABMD,21.46,2014-05-28,6693374.0,ABMD,61.32,2015-05-28,41603841.72
139,187,ABMD,61.32,2015-05-28,41603841.72,ABMD,98.81,2016-05-27,31734313.65
140,188,ABMD,99.43,2016-05-26,28764601.85,ABMD,135.69,2017-05-26,62570865.39
141,189,ABMD,135.33,2017-05-25,38115694.5,ABMD,396.88,2018-05-25,154158907.76
142,190,ABMD,396.17,2018-05-24,192407487.73,ABMD,262.97,2019-05-24,182860922.96
143,191,ABMD,263.5,2019-05-23,232342706.0,ABMD,198.03,2020-05-22,127145557.56
144,193,ABT,56.11,2008-02-19,609023551.0,ABT,54.16,2009-02-18,708613192.0
145,194,ABT,54.0,2009-02-20,1009146600.0,ABT,54.49,2010-02-22,652038238.0
146,195,ABT,54.88,2010-02-19,1104015472.0,ABT,46.47,2011-02-22,1105990647.0
147,196,ABT,46.36,2011-02-18,940899380.0,ABT,56.38,2012-02-21,794332182.0
148,197,ABT,56.38,2012-02-21,794332182.0,ABT,34.7,2013-02-20,271145800.0
149,198,ABT,34.84,2013-02-15,348891244.00000006,ABT,38.96,2014-02-18,264698136.0
150,199,ABT,38.88,2014-02-21,324068688.0,ABT,47.33,2015-02-23,265433597.51
151,200,ABT,47.48,2015-02-27,275661568.08,ABT,39.34,2016-02-29,332927024.08000004
152,201,ABT,38.32,2016-02-19,219763782.16,ABT,44.65,2017-02-21,508463573.3
153,202,ABT,44.17,2017-02-17,425445793.36,ABT,59.68,2018-02-20,486261599.2
154,203,ABT,59.44,2018-02-16,463286178.08,ABT,75.16,2019-02-19,338479302.0
155,204,ABT,75.35,2019-02-22,399100543.05,ABT,85.45,2020-02-24,474227162.9
156,206,ABTL,6.15,2011-03-10,3231425.25,ABTL,4.8,2012-03-09,47520.0
157,207,ABTL,3.56,2012-01-03,204689.32,ABTL,3.94,2012-12-31,42804.16
158,208,ABTL,4.25,2013-02-28,78463.5,ABTL,16.0,2014-02-28,3723104.0
159,209,ABTL,11.86,2014-04-29,2600613.36,ABTL,15.17,2015-04-29,513276.95
160,210,ABTL,10.68,2015-02-26,1359681.48,ABTL,18.79,2016-02-26,3847647.09
161,211,ABTL,19.98,2016-03-10,3414901.68,ABTL,14.0,2017-03-10,3026464.0
162,212,ABTL,13.31,2017-03-09,2193980.47,ABTL,4.15,2018-03-09,3629245.55
163,213,ABTL,3.6,2018-03-15,526615.2000000001,ABTL,4.8,2019-03-15,491817.6
164,214,ABTL,4.07,2019-03-11,342409.10000000003,ABTL,2.21,2020-03-10,109808.27
165,219,ABUS,3.97,2016-03-09,850572.5,ABUS,2.65,2017-03-09,130496.6
166,220,ABUS,3.1,2017-03-22,614230.9,ABUS,4.4,2018-03-22,1202401.2000000002
167,221,ABUS,5.25,2018-03-16,1511485.5,ABUS,3.83,2019-03-18,392180.51
168,222,ABUS,4.02,2019-03-07,417653.88,ABUS,3.25,2020-03-06,818879.75
169,225,AC,25.3,2016-02-05,470402.9,AC,36.5,2017-02-06,759309.5
170,226,AC,38.4,2017-03-14,933811.2,AC,36.1,2018-03-14,342155.8
171,227,AC,37.4,2018-03-09,909605.4,AC,44.2,2019-03-11,191386.0
172,228,AC,44.25,2019-03-08,132484.5,AC,39.7,2020-03-09,303308.0
173,231,ACA,28.94,2019-02-04,3844447.48,ACA,43.93,2020-02-03,11600419.38
174,233,ACAD,1.83,2011-03-10,697962.0,ACAD,1.59,2012-03-09,269982.0
175,234,ACAD,1.52,2012-03-06,601312.0,ACAD,6.4,2013-03-06,9496320.0
176,235,ACAD,6.44,2013-03-12,7245644.0,ACAD,27.47,2014-03-12,60607061.0
177,236,ACAD,29.7,2014-02-27,69833610.0,ACAD,36.87,2015-02-27,51845524.77
178,237,ACAD,37.48,2015-02-26,39076048.32,ACAD,18.72,2016-02-26,32459038.56
179,238,ACAD,18.71,2016-02-29,41295851.34,ACAD,40.0,2017-02-28,125313680.0
180,239,ACAD,40.0,2017-02-28,125313680.0,ACAD,27.77,2018-02-28,321612145.6
181,240,ACAD,32.13,2018-02-27,59219863.29000001,ACAD,23.01,2019-02-27,92404777.53
182,241,ACAD,23.01,2019-02-27,92404777.53,ACAD,39.5,2020-02-27,148751588.5
183,245,ACAN,3.14,2017-01-12,160209.08000000002,ACAN,3.6,2018-01-12,481212.0
184,246,ACAN,2.19,2017-12-04,392879.43,ACAN,2.35,2018-12-04,136161.35
185,247,ACAN,2.11,2019-01-15,80251.73999999999,ACAN,0.66,2020-01-15,66081.84
186,249,ACAT,12.3,2011-06-10,721702.5,ACAT,37.42,2012-06-11,7562731.680000001
187,250,ACAT,36.47,2012-06-08,5343219.7,ACAT,47.12,2013-06-10,1497520.72
188,251,ACAT,46.27,2013-06-14,2458880.3400000003,ACAT,35.96,2014-06-16,7747114.52
189,252,ACAT,37.47,2014-05-30,4972456.35,ACAT,31.95,2015-06-01,10729193.4
190,253,ACAT,33.02,2015-05-29,5820831.640000001,ACAT,15.99,2016-05-31,4893675.54
191,255,ACCO,8.25,2011-02-24,2286900.0,ACCO,12.3,2012-02-24,2940930.0
192,256,ACCO,12.86,2012-03-20,5042406.0,ACCO,7.48,2013-03-20,9491372.0
193,257,ACCO,7.65,2013-02-28,4128705.0,ACCO,5.94,2014-02-28,3935250.000000001
194,258,ACCO,5.98,2014-02-25,3144882.0,ACCO,7.55,2015-02-25,5206472.45
195,259,ACCO,7.55,2015-02-25,5206472.45,ACCO,7.24,2016-02-25,4180108.12
196,260,ACCO,7.04,2016-02-24,2863027.2,ACCO,14.3,2017-02-23,13586730.3
197,261,ACCO,14.2,2017-02-27,16412516.2,ACCO,13.35,2018-02-27,5895239.85
198,262,ACCO,13.15,2018-02-28,8870450.85,ACCO,9.24,2019-02-28,5261523.96
199,263,ACCO,9.34,2019-02-27,4383962.5,ACCO,8.01,2020-02-27,11640107.97
200,265,ACER,18.0,2018-03-07,137178.0,ACER,23.46,2019-03-07,355723.98000000004
201,266,ACER,23.46,2019-03-07,355723.98000000004,ACER,3.55,2020-03-06,123224.05
202,268,ACET,115.15,2018-02-09,3295593.0,ACET,59.92,2019-02-11,3211172.72
203,269,ACET,64.82,2019-03-18,7996389.659999999,ACET,6.79,2020-03-17,3286618.02
204,271,ACET_delis,5.2,2011-09-09,1619280.0,ACET_delis,9.06,2012-09-10,512796.0
205,272,ACET_delis,9.25,2012-09-07,1983200.0,ACET_delis,14.75,2013-09-09,1898325.0
206,273,ACET_delis,15.61,2013-08-29,6771618.0,ACET_delis,18.85,2014-08-29,1901965.0
207,274,ACET_delis,20.1,2014-09-05,11189670.0,ACET_delis,22.55,2015-09-08,3661172.9
208,275,ACET_delis,25.03,2015-09-11,26998534.41,ACET_delis,18.82,2016-09-12,5713657.9
209,276,ACET_delis,23.18,2016-08-26,60818849.52,ACET_delis,11.4,2017-08-28,13536211.8
210,277,ACET_delis,9.21,2017-11-09,5652296.73,ACET_delis,1.53,2018-11-09,1524488.94
211,279,ACHC,10.1,2011-02-14,416069.5,ACHC,13.13,2012-02-14,1013636.0
212,280,ACHC,11.08,2012-01-27,2334556.0,ACHC,26.3,2013-01-28,7540210.0
213,281,ACHC,27.07,2013-03-01,9571952.0,ACHC,49.18,2014-03-03,21880182.0
214,282,ACHC,52.22,2014-02-21,25619132.0,ACHC,63.5,2015-02-23,22107334.5
215,283,ACHC,63.2,2015-02-27,16199044.8,ACHC,56.09,2016-02-29,35135280.81
216,284,ACHC,55.56,2016-02-26,34214403.6,ACHC,45.04,2017-02-27,76089990.48
217,285,ACHC,44.99,2017-02-24,139496848.81,ACHC,38.57,2018-02-26,29375297.7
218,286,ACHC,38.51,2018-02-27,36535938.89,ACHC,27.33,2019-02-27,30141792.39
219,287,ACHC,26.38,2019-03-01,98660434.98,ACHC,29.81,2020-03-02,35902329.32
220,294,ACIA,54.59,2017-02-08,49873860.720000006,ACIA,38.84,2018-02-08,17608813.12
221,295,ACIA,43.21,2018-02-22,37398946.36,ACIA,48.75,2019-02-22,175921736.25
222,296,ACIA,46.98,2019-02-21,62374970.16,ACIA,68.72,2020-02-21,14553040.56
223,298,ACIW,5.85,2009-03-04,2038725.0,ACIW,6.4,2010-03-04,854400.0
224,299,ACIW,6.09,2010-02-26,1291689.0,ACIW,10.18,2011-02-28,3274906.0
225,300,ACIW,10.0,2011-02-18,1520000.0,ACIW,12.01,2012-02-21,7490637.0
226,301,ACIW,12.08,2012-02-22,11083400.0,ACIW,15.87,2013-02-21,3026409.0
227,302,ACIW,14.92,2013-03-01,6057520.0,ACIW,19.87,2014-03-03,10239011.0
228,303,ACIW,20.05,2014-02-28,9245055.0,ACIW,19.85,2015-03-02,29210426.3
229,304,ACIW,19.57,2015-02-26,26267812.93,ACIW,17.94,2016-02-26,17746857.96
230,305,ACIW,17.94,2016-02-26,17746857.96,ACIW,20.25,2017-02-27,11974452.75
231,306,ACIW,19.92,2017-03-01,18458230.56,ACIW,23.66,2018-03-01,20431072.48
232,307,ACIW,24.85,2018-02-27,20799151.8,ACIW,30.98,2019-02-27,22108133.48
233,308,ACIW,32.23,2019-03-01,34025211.0,ACIW,28.11,2020-03-02,27495543.51
234,310,ACLS,9.84,2011-03-14,10021056.0,ACLS,6.52,2012-03-13,10763868.0
235,311,ACLS,6.92,2012-02-29,7143516.0,ACLS,4.84,2013-02-28,19193988.0
236,312,ACLS,4.4,2013-03-01,1384240.0,ACLS,8.8,2014-03-03,3542880.0000000005
237,313,ACLS,8.8,2014-03-03,3542880.0000000005,ACLS,11.52,2015-03-03,6154433.279999999
238,314,ACLS,10.52,2015-03-12,3564512.64,ACLS,11.08,2016-03-11,3246705.92
239,315,ACLS,11.0,2016-03-04,3066921.0,ACLS,15.05,2017-03-06,3682765.1
240,316,ACLS,14.75,2017-03-14,1156960.5,ACLS,26.35,2018-03-14,20966510.55
241,317,ACLS,26.35,2018-03-14,20966510.55,ACLS,20.19,2019-03-14,3464159.8200000003
242,318,ACLS,19.67,2019-03-11,2586605.0,ACLS,22.61,2020-03-10,8584451.75
243,320,ACM,25.82,2009-11-27,14818098.0,ACM,26.06,2010-11-29,19336520.0
244,321,ACM,26.61,2010-11-22,15545562.0,ACM,20.46,2011-11-22,15948570.0
245,322,ACM,22.39,2012-03-23,13669095.0,ACM,33.0,2013-03-25,31990200.0
246,323,ACM,20.09,2012-11-19,20212549.0,ACM,29.74,2013-11-19,12993406.0
247,324,ACM,28.73,2013-11-13,27224548.0,ACM,32.27,2014-11-13,47997365.36000001
248,325,ACM,32.22,2014-11-17,44706409.92,ACM,30.49,2015-11-17,36572572.06
249,326,ACM,31.0,2015-11-10,82167980.0,ACM,29.94,2016-11-09,130780914.0
250,327,ACM,37.06,2016-11-16,120538131.78,ACM,34.3,2017-11-16,24879367.8
251,328,ACM,35.2,2017-11-14,59630348.8,ACM,31.58,2018-11-14,68032951.89999999
252,329,ACM,31.01,2018-11-13,62667984.96,ACM,42.83,2019-11-13,48978417.82
253,331,ACN,35.59,2009-09-25,128850036.0,ACN,41.83,2010-09-27,144288402.0
254,332,ACN,45.26,2010-10-26,134223056.0,ACN,58.82,2011-10-26,227427530.0
255,333,ACN,57.83,2011-10-21,184153852.0,ACN,67.46,2012-10-22,341772597.99999994
256,334,ACN,67.61,2012-10-31,204858300.0,ACN,74.78,2013-10-30,212001300.0
257,335,ACN,74.45,2013-10-29,207023115.0,ACN,79.47,2014-10-29,193336046.46
258,336,ACN,78.1,2014-10-24,180720822.7,ACN,107.87,2015-10-26,159648894.44
259,337,ACN,108.05,2015-10-30,273279951.95,ACN,115.63,2016-10-31,217126313.84
260,338,ACN,115.85,2016-10-28,191874940.6,ACN,143.39,2017-10-30,307577428.98999995
261,339,ACN,141.58,2017-10-26,278272516.82000005,ACN,154.3,2018-10-26,381513384.9
262,340,ACN,157.87,2018-10-24,390556171.7,ACN,185.05,2019-10-24,373367057.75
263,349,ACRX,5.0,2011-02-11,9498500.0,ACRX,3.38,2012-02-08,28730.0
264,351,ACRX,5.09,2013-03-12,800657.0,ACRX,11.56,2014-03-12,6585732.0
265,352,ACRX,9.74,2014-05-13,4797924.0,ACRX,3.02,2015-05-13,1304244.38
266,353,ACRX,4.3,2015-03-13,4596596.8,ACRX,3.69,2016-03-14,1845154.98
267,354,ACRX,3.86,2016-03-07,1682284.5,ACRX,3.3,2017-03-07,656558.1
268,355,ACRX,3.2,2017-03-03,2028864.0,ACRX,1.7,2018-03-05,347942.4
269,356,ACRX,2.1,2018-03-09,6911324.7,ACRX,3.18,2019-03-11,9468561.3
270,357,ACRX,3.91,2019-04-30,9304908.52,ACRX,1.53,2020-04-29,1594838.34
271,363,ACU,18.6,2015-02-12,21724.800000000003,ACU,14.28,2016-02-12,45596.04
272,364,ACU,16.83,2016-03-11,44246.06999999999,ACU,25.23,2017-03-13,221696.01
273,365,ACU,24.56,2017-03-10,111183.12,ACU,21.75,2018-03-12,103225.5
274,366,ACU,24.18,2018-02-09,160095.78,ACU,16.98,2019-02-11,257196.06
275,367,ACU,16.81,2019-03-15,227002.24,ACU,17.27,2020-03-16,240104.81
276,369,ACW,8.01,2012-03-15,1820673.0,ACW,5.03,2013-03-15,6539503.0
277,370,ACW,5.36,2013-03-18,3438440.0,ACW,4.67,2014-03-18,2115510.0
278,371,ACW,4.9,2014-03-06,1804180.0,ACW,4.91,2015-03-06,967574.42
279,372,ACW,5.13,2015-03-03,1734519.69,ACW,1.5,2016-03-02,580480.5
280,375,ACY,9.8,2012-03-09,58800.00000000001,ACY,16.26,2013-03-11,86178.00000000001
281,377,ACY,16.7,2014-03-12,293920.0,ACY,13.87,2015-03-12,169838.15
282,378,ACY,13.87,2015-03-12,169838.15,ACY,12.12,2016-03-11,32493.72
283,379,ACY,12.12,2016-03-11,32493.72,ACY,10.51,2017-03-13,103954.41
284,380,ACY,10.25,2017-03-09,20551.25,ACY,16.25,2018-03-09,53836.25
285,382,ACY,12.25,2019-03-19,53728.5,ACY,1.47,2020-03-18,25457.46
286,384,ADBE,21.17,2008-12-26,41126959.0,ADBE,37.18,2009-12-28,95682730.0
287,385,ADBE,35.62,2010-01-22,275032706.0,ADBE,33.36,2011-01-24,246460344.0
288,386,ADBE,33.48,2011-01-27,156666312.0,ADBE,30.47,2012-01-27,130746770.0
289,387,ADBE,31.15,2012-01-26,133564970.0,ADBE,38.05,2013-01-25,124537650.0
290,388,ADBE,37.87,2013-01-22,93743398.0,ADBE,60.93,2014-01-22,218982420.0
291,389,ADBE,61.5,2014-01-21,196720050.0,ADBE,71.16,2015-01-21,127226181.24
292,390,ADBE,71.79,2015-01-20,115728208.02,ADBE,87.69,2016-01-20,321573172.71
293,391,ADBE,90.29,2016-01-19,332322999.22,ADBE,108.5,2017-01-18,275292167.5
294,392,ADBE,110.02,2017-01-20,349774043.72,ADBE,195.7,2018-01-22,303195270.2
